counter,time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,cube_pose_x,cube_pose_y,right_gripper,right_j0_next,right_j1_next,right_j2_next,right_j3_next,right_j4_next,right_j5_next,right_j6_next,eef_pose_x,eef_pose_y,eef_pose_z,eef_pose_x_next,eef_pose_y_next,eef_pose_z_next
20,18.342,-0.6174876613,-0.3490927216,-0.3044251284,1.6905504424,0.7885358674,0.413922996,1.6899124509,0.53,-0.37,0,-0.6174876613,-0.3490927216,-0.3044251284,1.6905504424,0.7885358674,0.413922996,1.6899124509,0.5076531719,-0.3577599416,-0.0099805815,0.5076531719,-0.3577599416,-0.0099805815
21,19.114,-0.4381499359,-0.5611241118,0.0299695985,2.3316501588,0.1513228102,-0.1859690141,2.5692480229,0.68,0.16,0,-0.1159299785,-0.2757732007,-0.2614024199,1.9494889546,0.6597282733,0.4449230962,2.6455505808,0.3959758989,-0.0005590814,-0.0014933918,0.4450836895,-0.0123416916,-0.0740236733
22,19.314,-0.1159299785,-0.2757732007,-0.2614024199,1.9494889546,0.6597282733,0.4449230962,2.6455505808,0.68,0.16,0,0.2180382226,-0.2715861685,-0.3318051899,1.5641313099,0.7061549008,0.5306338873,2.6444244819,0.4450836895,-0.0123416916,-0.0740236733,0.617879113,0.142014149,-0.0282127942
23,19.515,0.2180382226,-0.2715861685,-0.3318051899,1.5641313099,0.7061549008,0.5306338873,2.6444244819,0.68,0.16,0,0.2323226928,-0.2748430061,-0.3465325053,1.430281486,0.7089207308,0.5311730228,2.6372722001,0.617879113,0.142014149,-0.0282127942,0.6789452157,0.1619601639,0.0040941097
24,19.715,0.2323226928,-0.2748430061,-0.3465325053,1.430281486,0.7089207308,0.5311730228,2.6372722001,0.68,0.16,0,0.2323226928,-0.2748430061,-0.3465325053,1.430281486,0.7089207308,0.5311730228,2.6372722001,0.6789452157,0.1619601639,0.0040941097,0.6789452157,0.1619601639,0.0040941097
25,14.625,-2.0834549558,1.514800687,0.5970070703,2.2060518214,0.0373874202,-2.1587943298,0.4809973062,0.52,-0.19,0,-2.1891711169,1.7761436174,0.9495288652,1.9477122151,-0.3240113311,-1.947314638,-0.2575255335,0.3999956501,-8.36664500075716E-06,-4.46272684486299E-05,0.5012978584,-0.12398123,0.0251642583
26,14.825,-2.1891711169,1.7761436174,0.9495288652,1.9477122151,-0.3240113311,-1.947314638,-0.2575255335,0.52,-0.19,0,-2.190232811,1.8921678202,1.2327201939,1.8673254804,-0.3260936074,-1.9460000427,-0.3977359458,0.5012978584,-0.12398123,0.0251642583,0.5169414253,-0.1875714926,0.0039809626
27,15.025,-2.190232811,1.8921678202,1.2327201939,1.8673254804,-0.3260936074,-1.9460000427,-0.3977359458,0.52,-0.19,0,-2.190232811,1.8921678202,1.2327201939,1.8673254804,-0.3260936074,-1.9460000427,-0.3977359458,0.5169414253,-0.1875714926,0.0039809626,0.5169414253,-0.1875714926,0.0039809626
28,15.565,-1.9693015396,1.4277930335,0.7097027198,2.2851774225,0.1076740091,-2.1827638877,0.529693106,0.63,-0.04,0,-2.0471928139,1.6962221307,1.0543091056,1.7559366934,-0.4436449058,-1.6491172777,-0.1495727386,0.4002355137,-0.0038245722,-0.0017488788,0.5501365223,-0.1145510239,-0.0467351082
29,15.766,-2.0471928139,1.6962221307,1.0543091056,1.7559366934,-0.4436449058,-1.6491172777,-0.1495727386,0.63,-0.04,0,-2.0605703916,1.9681422827,1.33065108,1.5408015452,-0.6855694999,-1.6155940795,-0.258902505,0.5501365223,-0.1145510239,-0.0467351082,0.5829393021,-0.1388619951,-0.0511574809
30,15.966,-2.0605703916,1.9681422827,1.33065108,1.5408015452,-0.6855694999,-1.6155940795,-0.258902505,0.63,-0.04,0,-2.0495888368,2.2311672498,1.3806699577,1.4823968977,-0.687032758,-1.6120501796,-0.2719863121,0.5829393021,-0.1388619951,-0.0511574809,0.625154817,-0.0567415623,-0.0080856997
31,16.166,-2.0495888368,2.2311672498,1.3806699577,1.4823968977,-0.687032758,-1.6120501796,-0.2719863121,0.63,-0.04,0,-2.0495888368,2.2311672498,1.3806699577,1.4823968977,-0.687032758,-1.6120501796,-0.2719863121,0.625154817,-0.0567415623,-0.0080856997,0.625154817,-0.0567415623,-0.0080856997
32,16.89,-1.7937373449,1.2461764792,0.880560596,2.4320310157,0.2978790129,-2.211696804,0.6833672922,0.35,0.07,0,-1.8524837754,1.4976067321,1.2000286638,2.0106346303,-0.177130014,-1.7902673099,-0.0885364194,0.4005149721,-0.007532202,-0.0021633395,0.5331532376,-0.1104118209,-0.0302752933
33,17.09,-1.8524837754,1.4976067321,1.2000286638,2.0106346303,-0.177130014,-1.7902673099,-0.0885364194,0.35,0.08,0,-1.8653364092,1.7738896004,1.4631005181,1.8314870431,-0.534942643,-1.7724399355,-0.3079607805,0.5331532376,-0.1104118209,-0.0302752933,0.5431626429,-0.1517574334,-0.0172618024
34,17.29,-1.8653364092,1.7738896004,1.4631005181,1.8314870431,-0.534942643,-1.7724399355,-0.3079607805,0.35,0.08,0,-1.8539306156,2.0420683667,1.5105938484,1.7809790108,-0.5350273663,-1.7708251076,-0.3351087355,0.5431626429,-0.1517574334,-0.0172618024,0.5697401502,-0.0714014173,-0.0052741473
35,17.49,-1.8539306156,2.0420683667,1.5105938484,1.7809790108,-0.5350273663,-1.7708251076,-0.3351087355,0.35,0.08,0,-1.8539306156,2.0420683667,1.5105938484,1.7809790108,-0.5350273663,-1.7708251076,-0.3351087355,0.5697401502,-0.0714014173,-0.0052741473,0.5697401502,-0.0714014173,-0.0052741473
36,18.336,-0.9917153659,2.1068278661,2.6811621699,2.3773208256,-0.2360925453,-1.8896043229,-0.6728132924,0.57,0.4,0,-0.651544565,1.6860537322,2.4344441848,2.0185080462,0.3342281396,-2.1560520369,0.1901331346,0.4006268465,0.0041948743,-0.0021209025,0.4978626881,0.2287186032,-0.1008134775
37,18.536,-0.651544565,1.6860537322,2.4344441848,2.0185080462,0.3342281396,-2.1560520369,0.1901331346,0.57,0.4,0,-0.2898956621,1.4055969822,2.3502089717,1.8866235814,0.4369355504,-2.173809254,0.707752949,0.4978626881,0.2287186032,-0.1008134775,0.4697881061,0.3929904985,-0.0960676914
38,18.736,-0.2898956621,1.4055969822,2.3502089717,1.8866235814,0.4369355504,-2.173809254,0.707752949,0.57,0.4,0,-0.2036642751,1.1380117159,2.3238043651,1.8588739633,0.4374809768,-2.1705325472,0.7565423342,0.4697881061,0.3929904985,-0.0960676914,0.5288398491,0.4166503709,-0.0264890579
39,18.936,-0.2036642751,1.1380117159,2.3238043651,1.8588739633,0.4374809768,-2.1705325472,0.7565423342,0.57,0.4,0,-0.2036642751,1.1380117159,2.3238043651,1.8588739633,0.4374809768,-2.1705325472,0.7565423342,0.5288398491,0.4166503709,-0.0264890579,0.5288398491,0.4166503709,-0.0264890579
40,20.287,-1.7856038218,1.2565788422,0.8642357896,2.4354904307,0.2989420314,-2.2073915841,0.6787026195,0.53,0.06,0,-1.4473889485,1.4828454628,1.2581476385,2.2388677279,0.0681676352,-2.1694046943,0.2771572619,0.3978764362,0.0034711511,-0.0004293199,0.4854692243,0.0924606685,0.0124252814
41,20.488,-1.4473889485,1.4828454628,1.2581476385,2.2388677279,0.0681676352,-2.1694046943,0.2771572619,0.53,0.06,0,-1.2964416824,1.5272410817,1.5852584484,2.1775608444,0.0663558777,-2.168866276,0.2264247523,0.4854692243,0.0924606685,0.0124252814,0.524248167,0.0855678968,0.0021390442
42,20.689,-1.2964416824,1.5272410817,1.5852584484,2.1775608444,0.0663558777,-2.168866276,0.2264247523,0.53,0.06,0,-1.2964416824,1.5272410817,1.5852584484,2.1775608444,0.0663558777,-2.168866276,0.2264247523,0.524248167,0.0855678968,0.0021390442,0.524248167,0.0855678968,0.0021390442
43,11.49,-0.9306051355,-0.45338297,0.9023439051,2.8052024867,1.0743102514,-0.9307749179,1.8810616447,0,0,0,-0.9306051355,-0.45338297,0.9023439051,2.8052024867,1.0743102514,-0.9307749179,1.8810616447,0.399991264,8.00073242495671E-06,-1.72224670076451E-05,0.399991264,8.00073242495671E-06,-1.72224670076451E-05
44,11.691,-1.0547109486,-0.4621264629,0.9378608667,2.3798931925,1.7199821152,-0.9389157418,1.0039813616,0.68,-0.37,0,-1.0547356484,-0.4600463211,0.9452456057,1.9563279339,1.9971542043,-0.9344673594,0.493953098,0.5137016657,-0.1892795954,-0.0571879121,0.6251883897,-0.3159892338,-0.0367370328
45,11.891,-1.0547356484,-0.4600463211,0.9452456057,1.9563279339,1.9971542043,-0.9344673594,0.493953098,0.68,-0.37,0,-1.052145999,-0.4734096832,0.9595611588,1.7732403161,1.9918069925,-0.9276713648,0.4395740448,0.6251883897,-0.3159892338,-0.0367370328,0.6844474271,-0.3795393555,0.0074585212
46,12.091,-1.052145999,-0.4734096832,0.9595611588,1.7732403161,1.9918069925,-0.9276713648,0.4395740448,0.68,-0.37,0,-1.052145999,-0.4734096832,0.9595611588,1.7732403161,1.9918069925,-0.9276713648,0.4395740448,0.6844474271,-0.3795393555,0.0074585212,0.6844474271,-0.3795393555,0.0074585212
47,12.847,-0.6639051024,-0.564782064,0.4309397348,2.6227737646,0.7232043514,-0.5495006216,2.0704497156,0.53,0,0,-0.3758560716,-0.6660677383,0.3451888569,2.3756340951,1.2614158833,-0.2785263167,1.7518658755,0.3978955196,0.0041410333,-0.0011150079,0.5182588621,0.0087915305,-0.0010096142
48,13.047,-0.3758560716,-0.6660677383,0.3451888569,2.3756340951,1.2614158833,-0.2785263167,1.7518658755,0.53,0,0,-0.3758560716,-0.6660677383,0.3451888569,2.3756340951,1.2614158833,-0.2785263167,1.7518658755,0.5182588621,0.0087915305,-0.0010096142,0.5182588621,0.0087915305,-0.0010096142
49,13.721,-0.6202010117,-0.5735035391,0.3377998383,2.5801173973,0.6427936826,-0.4818704972,2.1246420935,0.56,-0.08,0,-0.279195273,-0.5202229916,-0.01731571,2.1994702468,1.2127594377,0.0722329034,1.6695688714,0.3960637744,-0.000565162,-0.0007033625,0.4935890703,-0.0664712203,-0.0268877566
50,13.921,-0.279195273,-0.5202229916,-0.01731571,2.1994702468,1.2127594377,0.0722329034,1.6695688714,0.56,-0.08,0,-0.1566125931,-0.5264018044,-0.1083132342,2.0634695699,1.3019517813,0.1039495675,1.614421023,0.4935890703,-0.0664712203,-0.0268877566,0.560196537,-0.0712613421,0.0026026869
51,14.121,-0.1566125931,-0.5264018044,-0.1083132342,2.0634695699,1.3019517813,0.1039495675,1.614421023,0.56,-0.08,0,-0.1566125931,-0.5264018044,-0.1083132342,2.0634695699,1.3019517813,0.1039495675,1.614421023,0.560196537,-0.0712613421,0.0026026869,0.560196537,-0.0712613421,0.0026026869
52,14.736,0.4297502334,-0.3830764514,-0.2387252853,2.2879744933,2.5217652027,0.3981854386,0.9106050879,0.53,0.03,0,0.1549611328,-0.5701702555,-0.0394611729,2.1513274879,2.1485166354,0.0292676717,1.1289076069,0.4020075334,0.0061886819,-0.0012425241,0.5272790113,0.0144555363,0.0055842854
53,14.936,0.1549611328,-0.5701702555,-0.0394611729,2.1513274879,2.1485166354,0.0292676717,1.1289076069,0.53,0.03,0,0.1549611328,-0.5701702555,-0.0394611729,2.1513274879,2.1485166354,0.0292676717,1.1289076069,0.5272790113,0.0144555363,0.0055842854,0.5272790113,0.0144555363,0.0055842854
54,15.536,0.4699680563,-0.3150410966,-0.3137564439,2.2736208505,2.4459161794,0.4752053102,0.9942885664,0.62,0.28,0,0.2374632145,-0.5596089862,0.1169637642,1.9653692358,2.3706769233,-0.2443446135,1.183581059,0.401823864,0.0033400604,4.57243955577572E-05,0.5851816389,0.1065493516,-0.0077656984
55,15.738,0.2374632145,-0.5596089862,0.1169637642,1.9653692358,2.3706769233,-0.2443446135,1.183581059,0.62,0.28,0,0.263485764,-0.603121898,0.4050498944,1.8425254803,2.3642328037,-0.4903056377,1.1958541469,0.5851816389,0.1065493516,-0.0077656984,0.6208485377,0.2811387331,0.0034356447
56,15.938,0.263485764,-0.603121898,0.4050498944,1.8425254803,2.3642328037,-0.4903056377,1.1958541469,0.62,0.28,0,0.263485764,-0.603121898,0.4050498944,1.8425254803,2.3642328037,-0.4903056377,1.1958541469,0.6208485377,0.2811387331,0.0034356447,0.6208485377,0.2811387331,0.0034356447
57,16.635,0.4294100168,-0.3611027742,-0.2604384671,2.2807988346,2.4998673247,0.4179287347,0.9469672755,0.58,0.02,0,0.1369132,-0.5829797879,0.0812007683,2.1865292811,2.0283148263,-0.1419783509,1.1634232518,0.4026571324,0.0002662316,-0.0018260214,0.518087635,0.0594335594,-0.0146489637
58,16.835,0.1369132,-0.5829797879,0.0812007683,2.1865292811,2.0283148263,-0.1419783509,1.1634232518,0.58,0.02,0,-0.1059365702,-0.6504869538,0.2279061178,2.1410817684,1.9990818286,-0.2131871354,1.2094865037,0.518087635,0.0594335594,-0.0146489637,0.5834751656,0.0010629069,0.0037925885
59,17.036,-0.1059365702,-0.6504869538,0.2279061178,2.1410817684,1.9990818286,-0.2131871354,1.2094865037,0.58,0.02,0,-0.1059365702,-0.6504869538,0.2279061178,2.1410817684,1.9990818286,-0.2131871354,1.2094865037,0.5834751656,0.0010629069,0.0037925885,0.5834751656,0.0010629069,0.0037925885
60,17.763,-0.5706935119,-0.5786264087,0.2767944746,2.5379620374,0.5688862894,-0.430928995,2.1792424568,0.53,-0.22,0,-0.4673972606,-0.4961483035,-0.0177727514,2.2088045287,0.9262992998,0.0970541025,1.7642861835,0.3999799543,0.0045860973,0.000133334,0.4562266513,-0.1096973439,-0.0341266756
61,17.963,-0.4673972606,-0.4961483035,-0.0177727514,2.2088045287,0.9262992998,0.0970541025,1.7642861835,0.53,-0.22,0,-0.4803068884,-0.504126478,-0.1477870977,1.9719929598,0.9402500942,0.1540870891,1.6719812878,0.4562266513,-0.1096973439,-0.0341266756,0.530712125,-0.226952226,0.0044538589
62,18.163,-0.4803068884,-0.504126478,-0.1477870977,1.9719929598,0.9402500942,0.1540870891,1.6719812878,0.53,-0.22,0,-0.4803068884,-0.504126478,-0.1477870977,1.9719929598,0.9402500942,0.1540870891,1.6719812878,0.530712125,-0.226952226,0.0044538589,0.530712125,-0.226952226,0.0044538589
63,18.772,-0.5615354596,-0.5712455205,0.2523040682,2.5288441482,0.5467170787,-0.4156604291,2.1987551983,0.63,-0.29,0,-0.3071813787,-0.2026490249,-0.1354058551,2.0780553445,1.0342802627,0.2665023111,1.8161859183,0.3955474059,0.0037280193,-0.00166138,0.4034816118,-0.069518839,-0.123937663
64,18.972,-0.3071813787,-0.2026490249,-0.1354058551,2.0780553445,1.0342802627,0.2665023111,1.8161859183,0.63,-0.29,0,-0.32106242,-0.1776230615,-0.4401760161,1.6754102034,1.0568791373,0.5751810914,1.7683684754,0.4034816118,-0.069518839,-0.123937663,0.533463599,-0.2434832531,-0.0532705313
65,19.172,-0.32106242,-0.1776230615,-0.4401760161,1.6754102034,1.0568791373,0.5751810914,1.7683684754,0.63,-0.29,0,-0.3145444779,-0.1848471523,-0.5093791421,1.4545219902,1.0594163222,0.5753635199,1.7524423003,0.533463599,-0.2434832531,-0.0532705313,0.6305619329,-0.2938492043,0.0059455609
66,19.372,-0.3145444779,-0.1848471523,-0.5093791421,1.4545219902,1.0594163222,0.5753635199,1.7524423003,0.63,-0.29,0,-0.3145444779,-0.1848471523,-0.5093791421,1.4545219902,1.0594163222,0.5753635199,1.7524423003,0.6305619329,-0.2938492043,0.0059455609,0.6305619329,-0.2938492043,0.0059455609
67,20.077,0.4478741042,-0.3486614641,-0.2827785697,2.2795802074,2.4828035109,0.4308856187,0.9574101393,0.51,-0.04,0,0.1603328575,-0.4874058746,-0.1788273255,2.1584390153,2.0539703854,0.1783349488,1.1010708498,0.4023854734,0.0007051128,0.0012271335,0.5015897257,-0.0269095013,0.0018378613
68,20.277,0.1603328575,-0.4874058746,-0.1788273255,2.1584390153,2.0539703854,0.1783349488,1.1010708498,0.51,-0.04,0,0.1603328575,-0.4874058746,-0.1788273255,2.1584390153,2.0539703854,0.1783349488,1.1010708498,0.5015897257,-0.0269095013,0.0018378613,0.5015897257,-0.0269095013,0.0018378613
69,20.851,0.3948248703,-0.4279304142,-0.1815830303,2.3009263331,2.6007598561,0.3318885456,0.8205819877,0.54,-0.03,0,0.0669760163,-0.5994449643,0.0304105395,2.1544229764,2.21851187,-0.0423796552,0.9314053593,0.397367055,0.0032215317,-0.0022161813,0.5311850449,-0.0118190326,0.0038098475
70,21.051,0.0669760163,-0.5994449643,0.0304105395,2.1544229764,2.21851187,-0.0423796552,0.9314053593,0.54,-0.03,0,0.0669760163,-0.5994449643,0.0304105395,2.1544229764,2.21851187,-0.0423796552,0.9314053593,0.5311850449,-0.0118190326,0.0038098475,0.5311850449,-0.0118190326,0.0038098475
71,21.741,0.4398042525,-0.3655682593,-0.2611620841,2.2829655295,2.4949978616,0.4240187401,0.9309257167,0.69,-0.38,0,0.1265907592,-0.0596828052,-0.4565368683,1.8337445145,1.8291468725,0.7744240397,1.7663153801,0.4034722564,0.0057050728,-0.000452467,0.5397393965,-0.0698494073,-0.0739467373
72,21.941,0.1265907592,-0.0596828052,-0.4565368683,1.8337445145,1.8291468725,0.7744240397,1.7663153801,0.69,-0.38,0,-0.2238761637,-0.0352638578,-0.504640722,1.4300947015,1.1386889743,0.791502603,1.9980336444,0.5397393965,-0.0698494073,-0.0739467373,0.6177321811,-0.2022222726,-0.0697454368
73,22.142,-0.2238761637,-0.0352638578,-0.504640722,1.4300947015,1.1386889743,0.791502603,1.9980336444,0.69,-0.38,0,-0.5188416063,-0.0354223648,-0.5272597901,1.0832737308,0.7794059127,0.7813556221,2.0136034939,0.6177321811,-0.2022222726,-0.0697454368,0.639331405,-0.3942822925,-0.0237995889
74,22.342,-0.5188416063,-0.0354223648,-0.5272597901,1.0832737308,0.7794059127,0.7813556221,2.0136034939,0.69,-0.38,0,-0.5188416063,-0.0354223648,-0.5272597901,1.0832737308,0.7794059127,0.7813556221,2.0136034939,0.639331405,-0.3942822925,-0.0237995889,0.639331405,-0.3942822925,-0.0237995889
75,23.201,-0.3928943992,-0.5681742845,-0.0206244257,2.1889157002,-0.2113830192,-0.0478603334,2.9463521915,0.62,0.08,0,-0.1098739328,-0.4587143999,-0.0172891801,1.8092363334,0.0586367911,0.4126728852,2.968700575,0.3980704081,-0.002703546,0.0003363208,0.5228440995,0.0978879664,-0.0259489619
76,23.401,-0.1098739328,-0.4587143999,-0.0172891801,1.8092363334,0.0586367911,0.4126728852,2.968700575,0.62,0.08,0,-0.1098739328,-0.4587143999,-0.0172891801,1.8092363334,0.0586367911,0.4126728852,2.968700575,0.5228440995,0.0978879664,-0.0259489619,0.5228440995,0.0978879664,-0.0259489619
77,24.147,-0.3879371092,-0.5712106825,0.0001785681,2.1356887347,-0.3909708958,0.0185595561,3.1394686239,0.57,-0.05,0,-0.4599316348,-0.534797955,0.1144427176,1.8189619719,-0.2980475042,0.3932517002,3.0463173669,0.3958034001,-0.0006325028,-0.0015550765,0.5249312391,-0.042384398,-0.0097279066
78,24.348,-0.4599316348,-0.534797955,0.1144427176,1.8189619719,-0.2980475042,0.3932517002,3.0463173669,0.57,-0.05,0,-0.4599316348,-0.534797955,0.1144427176,1.8189619719,-0.2980475042,0.3932517002,3.0463173669,0.5249312391,-0.042384398,-0.0097279066,0.5249312391,-0.042384398,-0.0097279066
79,25.967,-0.4024496791,-0.5994677787,0.0742722447,2.0859718956,-0.6241955703,0.1011880318,-2.8976689843,0.6,0.16,0,-0.1189968548,-0.5062369911,0.1824165929,1.7388917573,-0.3521370875,0.4996956917,-2.8415710406,0.4004234394,0.0012588876,0.000051395,0.525408687,0.1588903497,-0.0162366602
80,26.169,-0.1189968548,-0.5062369911,0.1824165929,1.7388917573,-0.3521370875,0.4996956917,-2.8415710406,0.6,0.16,0,-0.1189968548,-0.5062369911,0.1824165929,1.7388917573,-0.3521370875,0.4996956917,-2.8415710406,0.525408687,0.1588903497,-0.0162366602,0.525408687,0.1588903497,-0.0162366602
81,26.98,-0.4658911752,-0.6290938675,0.2250569439,2.0687052622,-0.9041919404,0.2415691066,-2.5747249287,0.52,-0.05,0,-0.6683204231,-0.6041591162,0.4241892711,1.8633263414,-0.8123145089,0.4992011789,-2.7771567852,0.3974703187,-0.0025813406,-0.001777008,0.510609247,-0.0604603648,-0.0007995244
82,27.18,-0.6683204231,-0.6041591162,0.4241892711,1.8633263414,-0.8123145089,0.4992011789,-2.7771567852,0.52,-0.05,0,-0.6683204231,-0.6041591162,0.4241892711,1.8633263414,-0.8123145089,0.4992011789,-2.7771567852,0.510609247,-0.0604603648,-0.0007995244,0.510609247,-0.0604603648,-0.0007995244
83,27.631,-0.4707622158,-0.638797415,0.2678052181,2.074932364,-0.9452964426,0.2675890056,-2.5367207002,0.59,-0.25,0,-0.8102002057,-0.4739220005,0.596329756,1.7277625981,-0.8681185998,0.7902487663,-3.0764737817,0.3986923773,0.0047991664,-0.0005644903,0.5366173217,-0.0918067529,-0.0276959846
84,27.831,-0.8102002057,-0.4739220005,0.596329756,1.7277625981,-0.8681185998,0.7902487663,-3.0764737817,0.59,-0.25,0,-1.0702876682,-0.4902240589,0.6650886747,1.5468534436,-0.8705960868,0.8165299325,-3.1300273662,0.5366173217,-0.0918067529,-0.0276959846,0.5822067327,-0.2806513536,0.0030595462
85,28.036,-1.0702876682,-0.4902240589,0.6650886747,1.5468534436,-0.8705960868,0.8165299325,-3.1300273662,0.59,-0.25,0,-1.0702876682,-0.4902240589,0.6650886747,1.5468534436,-0.8705960868,0.8165299325,-3.1300273662,0.5822067327,-0.2806513536,0.0030595462,0.5822067327,-0.2806513536,0.0030595462
86,28.841,-0.4474864354,-0.6230499486,0.1912904948,2.0735516923,-0.8401611998,0.2035865559,-2.6533050679,0.6,-0.06,0,-0.6543158734,-0.5394289764,0.4079611756,1.7532292402,-0.7068768553,0.6132484759,-2.8953998577,0.3975137778,0.0023384995,-0.0008849994,0.5386488023,-0.0663502481,-0.0126422382
87,29.048,-0.6543158734,-0.5394289764,0.4079611756,1.7532292402,-0.7068768553,0.6132484759,-2.8953998577,0.6,-0.06,0,-0.6543158734,-0.5394289764,0.4079611756,1.7532292402,-0.7068768553,0.6132484759,-2.8953998577,0.5386488023,-0.0663502481,-0.0126422382,0.5386488023,-0.0663502481,-0.0126422382
88,29.683,-0.4096253355,-0.6034442289,0.0952727961,2.0780973578,-0.6816825758,0.1380172754,-2.8299021969,0.57,-0.33,0,-0.727096444,-0.4530268198,0.1661704944,1.719797114,-0.3118784719,0.5701917607,-2.0645935327,0.3975327432,-0.0001138482,-0.0006523638,0.5079418037,-0.1661294312,-0.0338135864
89,29.885,-0.727096444,-0.4530268198,0.1661704944,1.719797114,-0.3118784719,0.5701917607,-2.0645935327,0.57,-0.33,0,-0.9151235528,-0.467819715,0.1525686498,1.5234998426,-0.2893534317,0.5835408459,-1.1448749085,0.5079418037,-0.1661294312,-0.0338135864,0.5320240908,-0.3427569091,-0.0051901887
90,30.085,-0.9151235528,-0.467819715,0.1525686498,1.5234998426,-0.2893534317,0.5835408459,-1.1448749085,0.57,-0.33,0,-0.8785242529,-0.4600544431,0.1738421397,1.4780023522,-0.2898665191,0.5883448005,-0.2314783874,0.5320240908,-0.3427569091,-0.0051901887,0.5652172374,-0.3305756698,-0.001208136
91,30.285,-0.8785242529,-0.4600544431,0.1738421397,1.4780023522,-0.2898665191,0.5883448005,-0.2314783874,0.57,-0.33,0,-0.8783982325,-0.4567494172,0.1804631828,1.4677531575,-0.2905186819,0.5901251293,0.6570468887,0.5652172374,-0.3305756698,-0.001208136,0.5702026311,-0.331104941,-0.0010133543
92,30.486,-0.8783982325,-0.4567494172,0.1804631828,1.4677531575,-0.2905186819,0.5901251293,0.6570468887,0.57,-0.33,0,-0.881419807,-0.4571903907,0.1788721574,1.4643282546,-0.2904828548,0.5903647496,1.5581402524,0.5702026311,-0.331104941,-0.0010133543,0.5697377454,-0.3347424176,-0.0002071184
93,30.686,-0.881419807,-0.4571903907,0.1788721574,1.4643282546,-0.2904828548,0.5903647496,1.5581402524,0.57,-0.33,0,-0.8809279922,-0.4567767623,0.1788080686,1.4635634498,-0.2869481577,0.5922890743,2.4246077839,0.5697377454,-0.3347424176,-0.0002071184,0.5702989298,-0.334518794,-2.54711660529136E-05
94,30.886,-0.8809279922,-0.4567767623,0.1788080686,1.4635634498,-0.2869481577,0.5922890743,2.4246077839,0.57,-0.33,0,-0.8809279922,-0.4567767623,0.1788080686,1.4635634498,-0.2869481577,0.5922890743,2.4246077839,0.5702989298,-0.334518794,-2.54711660529136E-05,0.5702989298,-0.334518794,-2.54711660529136E-05
95,31.635,-0.3834625318,-0.5698303436,0.0123103413,2.1369040916,-0.3922429428,0.0212747476,3.1334974468,0.67,0.24,0,-0.0649959817,-0.2616719024,-0.2518567268,1.7356002764,0.2182261796,0.5555696892,2.8948783514,0.3964173534,0.0061856331,-0.0022994456,0.4743168064,0.0174926938,-0.0751326603
96,31.835,-0.0649959817,-0.2616719024,-0.2518567268,1.7356002764,0.2182261796,0.5555696892,2.8948783514,0.67,0.24,0,0.2783120547,-0.269532799,-0.3079711083,1.3953048135,0.5866920618,0.5731228918,2.8672932704,0.4743168064,0.0174926938,-0.0751326603,0.6593261412,0.2156709307,-0.0061307884
97,32.035,0.2783120547,-0.269532799,-0.3079711083,1.3953048135,0.5866920618,0.5731228918,2.8672932704,0.67,0.24,0,0.2783120547,-0.269532799,-0.3079711083,1.3953048135,0.5866920618,0.5731228918,2.8672932704,0.6593261412,0.2156709307,-0.0061307884,0.6593261412,0.2156709307,-0.0061307884
98,32.973,-0.3964527948,-0.5612361458,-0.0187140911,2.1855765562,-0.2176501872,-0.0441998829,2.964101144,0.57,-0.2,0,-0.6669709936,-0.5039630385,0.075082996,1.8254361853,-0.2053539423,0.4158818604,2.7357501124,0.3966945687,-0.0029521601,-0.0018415279,0.492536436,-0.154973804,-0.0185194943
99,33.173,-0.6669709936,-0.5039630385,0.075082996,1.8254361853,-0.2053539423,0.4158818604,2.7357501124,0.57,-0.2,0,-0.6656949106,-0.519884309,0.0979952385,1.6594052408,-0.20280874,0.4202172014,2.7091279712,0.492536436,-0.154973804,-0.0185194943,0.5730208577,-0.1995957499,0.0050689788
100,33.374,-0.6656949106,-0.519884309,0.0979952385,1.6594052408,-0.20280874,0.4202172014,2.7091279712,0.57,-0.2,0,-0.6656949106,-0.519884309,0.0979952385,1.6594052408,-0.20280874,0.4202172014,2.7091279712,0.5730208577,-0.1995957499,0.0050689788,0.5730208577,-0.1995957499,0.0050689788
101,33.99,-0.3898111228,-0.5705402027,0.0098471417,2.1357180401,-0.3904375401,0.0205197972,3.1389608073,0.63,-0.33,0,-0.7025234707,-0.3622202333,0.0471951826,1.7537862098,-0.0831755928,0.6133391492,2.5730864575,0.3971507543,0.0024105527,-0.0020776673,0.4645352666,-0.1622328511,-0.0600670826
102,34.194,-0.7025234707,-0.3622202333,0.0471951826,1.7537862098,-0.0831755928,0.6133391492,2.5730864575,0.63,-0.33,0,-0.7631463347,-0.370704706,0.0390575162,1.3844716259,-0.0776003655,0.6463976317,2.4873886389,0.4645352666,-0.1622328511,-0.0600670826,0.5861819137,-0.3202033243,-0.0180921743
103,34.396,-0.7631463347,-0.370704706,0.0390575162,1.3844716259,-0.0776003655,0.6463976317,2.4873886389,0.63,-0.33,0,-0.7631463347,-0.370704706,0.0390575162,1.3844716259,-0.0776003655,0.6463976317,2.4873886389,0.5861819137,-0.3202033243,-0.0180921743,0.5861819137,-0.3202033243,-0.0180921743
